gender,age,education_years,income_level,financial_literacy,numerical_reasoning,risk_preference,social_capital,consistency_score,response_time,answer_changes,session_duration,mobile_usage_score,skipped_questions,expenses,psychometric_score,credit_score,repayment_status
Female,52,12,27169,98,59,89,81,58,174.72344811146237,3,10.398966397831742,63,4,27738,69.0,446,0
Male,48,12,50419,46,43,46,39,45,77.12562880026275,2,15.019126672969666,73,0,42717,44.8,545,0
Male,25,11,56065,21,64,85,42,41,218.06413381788738,6,20.35792390062923,66,3,23092,38.3,429,0
Male,37,10,72487,47,57,0,69,94,136.57742683837893,6,12.825176505384288,26,3,77493,67.5,533,0
Female,59,5,92490,30,48,63,24,41,192.02789887893314,5,21.772445443914876,24,4,72545,36.5,465,0
Female,51,12,84363,65,98,11,79,77,141.3392051548871,6,22.64313946205892,71,4,25451,80.15,776,1
Male,21,5,79501,40,27,23,92,48,130.4558456929936,6,20.980332796837146,96,0,51620,49.85,627,0
Male,35,12,13985,61,83,29,62,29,133.92311247152148,1,13.815746548182162,51,1,12841,61.25,577,0
Female,21,15,37641,51,92,13,55,44,112.62494215468882,1,20.6050364925159,46,2,20635,64.05,621,0
Female,37,6,27897,51,70,22,22,40,186.55083913411184,4,9.22881111991057,69,2,23346,51.9,543,0
Female,26,12,50652,90,94,1,80,80,209.23048874831312,0,13.69871624031495,85,0,44291,88.4,730,1
Female,33,14,10973,41,25,2,73,58,210.87933286125042,0,21.015221035629466,96,4,10565,50.9,518,0
Male,43,16,88330,97,66,5,55,96,64.22914278681543,4,21.51195554885014,57,4,67516,82.55,699,1
Female,55,8,78250,96,68,82,64,85,192.27358107012572,5,13.419249633394788,75,1,35465,74.2,669,1
Female,42,11,71673,40,95,20,48,25,79.99092394105554,4,24.325318915606672,82,3,69793,55.95,599,0
Female,21,9,59309,41,51,19,45,20,42.435669004914544,2,12.645735153238892,49,3,26489,43.9,578,0
Female,58,12,61718,53,73,20,27,47,95.09180705584933,5,19.220169379922222,65,0,41154,55.6,614,0
Male,58,16,73809,29,55,39,92,30,98.57371964639157,7,22.942383807290366,89,0,27454,48.35,688,1
Male,55,10,27627,84,38,67,41,58,201.95781081668562,6,17.373783137372957,86,3,11807,55.75,552,0
Female,36,9,57621,84,56,24,88,88,188.47926304855395,3,15.012354959685283,70,1,26128,77.6,680,1
Female,31,5,60084,86,36,70,63,37,56.93691405762678,0,11.593906498671778,78,1,52609,54.65,598,0
Male,38,7,20151,62,99,70,60,39,105.1922615575439,0,11.339493794317155,78,0,9588,63.15,631,0
Male,32,14,80691,60,35,32,55,95,90.2599693360331,6,10.701660940472095,69,2,57268,60.8,632,0
Female,20,13,31741,32,77,50,49,77,159.09103755720668,4,15.53134076345278,99,2,26724,56.6,565,0
Female,54,13,93484,23,63,89,68,69,148.30239465027933,4,17.314648623618307,87,3,69177,47.75,589,0
Male,33,9,43130,42,87,80,36,60,175.7825611154414,0,22.263801253950483,71,4,35729,53.75,562,0
Male,31,7,75172,89,68,71,49,37,222.14596639699806,0,11.694899350554707,64,4,76643,61.35,520,0
Male,26,10,65916,53,70,89,92,53,124.21471151681976,7,20.838529731633272,28,2,70709,58.9,464,0
Male,24,9,64219,60,24,78,23,85,171.18480217989543,2,19.799878991867203,83,1,54409,46.65,566,0
Male,31,5,42236,37,77,19,95,97,223.6704983478001,0,18.78682186256064,27,3,18981,72.1,635,0
Male,23,6,72882,52,65,18,54,84,148.33611688611057,7,13.76889385708323,68,0,78960,64.95,551,0
Female,38,16,18984,44,74,70,36,46,101.65619601004911,5,13.405887662235294,74,4,6761,49.3,596,0
Male,32,9,6042,71,92,55,26,49,120.58003088179132,6,20.90195611495187,28,2,6296,62.5,442,0
Male,25,13,18063,36,36,55,81,95,190.9227313315848,6,12.66708244837314,31,4,11946,55.45,541,0
Male,51,16,58918,70,31,0,77,20,184.00223162120025,5,13.60521709333719,88,1,57385,54.3,582,0
Male,57,8,25490,22,43,38,63,60,189.68308033731026,4,24.40826023167581,99,1,14583,45.0,550,0
Female,18,13,45967,74,75,36,77,81,188.6593780554685,6,24.97389434277505,38,4,34438,75.1,589,0
Female,49,7,61472,75,74,17,72,20,224.0917797379923,1,8.02911502664561,27,1,25408,64.1,647,0
Male,22,5,77838,54,95,71,91,24,192.80102916789502,5,19.67498892747375,37,0,79712,61.3,544,0
Female,47,10,26876,87,98,78,28,67,211.0874172246111,7,17.103508544907292,45,0,14508,70.4,597,0
Female,39,14,86830,78,35,5,25,24,154.74233012320462,5,15.822896481550087,62,2,44270,50.2,635,0
Female,37,11,65650,78,41,100,38,90,168.8342773483552,6,12.686154240608486,45,3,43101,57.35,563,0
Female,33,8,7302,32,63,21,39,45,233.54389480385058,1,16.621570228862502,98,1,4325,48.1,556,0
Female,24,14,24017,81,62,10,83,68,214.06017519695095,1,15.761779695996696,33,3,9854,74.85,631,0
Female,24,9,47311,66,98,89,46,89,195.47204812732548,5,14.822289161523761,26,4,15125,70.1,634,0
Male,19,8,5361,95,40,71,26,80,177.10292846887754,2,22.446884302768463,21,2,2985,61.3,563,0
Male,31,7,43261,22,27,8,43,22,111.70364755523073,1,12.600969538749652,67,1,37890,33.4,449,0
Male,48,5,22171,40,68,12,27,58,149.62511275109262,3,18.157093005628553,89,0,10004,53.45,619,0
Male,58,17,46226,84,25,2,86,97,51.02563769458729,6,22.691654974741898,92,4,20246,73.55,623,0
Male,31,10,34327,37,100,66,30,68,123.23334992083689,7,24.643026212402102,75,0,24915,57.6,584,0
Female,22,14,75628,32,66,6,85,33,62.37928354699619,3,18.24677881516493,40,4,63326,54.85,586,0
Male,28,9,87473,90,55,66,20,39,185.72790718230817,2,16.84061743751265,94,0,95298,54.95,566,0
Male,57,15,69223,96,42,74,26,77,218.4635274239773,1,22.288754424250627,26,0,25385,61.2,692,1
Female,22,5,84353,100,50,45,43,63,74.8165991378416,4,11.203592315957165,59,2,56584,67.05,668,1
Female,46,9,80315,64,94,57,31,28,89.13667675996939,2,18.710267390040016,46,2,86339,57.25,523,0
Male,28,10,75052,81,81,27,82,82,211.39618851066163,5,9.091025677991109,96,1,61135,80.55,702,1
Female,22,14,68624,49,100,30,91,81,157.1664350797199,6,19.220314279013632,21,0,56304,76.55,645,0
Female,49,9,19530,94,76,51,32,25,157.6617765650298,5,21.52875684662464,32,3,19904,61.9,456,0
Female,53,5,14310,33,89,8,89,85,152.57527292917135,5,9.07118787264568,23,4,8183,71.7,581,0
Female,32,9,39281,72,84,90,43,62,83.6521521450443,0,22.423149889949514,87,1,29008,62.45,577,0
Male,36,14,64270,29,56,75,57,83,88.66060304008342,6,10.097103384306452,45,2,43357,50.35,571,0
Female,39,5,94345,91,87,7,90,63,229.92862309575372,6,10.989172904488502,39,4,54114,84.45,704,1
Male,51,15,51104,50,94,85,29,24,184.69403042136042,2,22.21886010918356,76,4,51429,49.15,428,0
Male,34,7,26735,25,36,17,49,32,58.086897413070986,3,10.119934564281225,46,2,16974,38.55,431,0
Female,29,16,77285,38,26,93,46,34,84.58765433172245,6,19.45553864735707,83,1,31917,32.3,482,0
Female,42,17,98173,31,71,48,49,53,165.4231042361753,7,13.011842885469868,39,3,41641,50.2,628,0
Female,34,6,12005,83,54,10,98,75,96.6930773847899,7,12.222206045281839,99,3,4702,77.1,660,1
Male,27,17,62564,74,21,1,21,92,90.34673120132258,5,19.052626894148368,23,2,56067,58.9,580,0
Female,45,5,56496,86,59,28,27,49,80.46959860062799,7,9.814948085233482,92,4,60383,61.6,487,0
Female,35,8,34898,28,56,54,36,75,77.14537270733032,6,17.76858087432159,90,2,17219,47.4,566,0
Female,35,6,94074,25,76,52,67,44,162.66611635404746,4,23.71688405746577,66,4,31960,50.15,677,1
Female,49,9,26708,20,29,25,83,87,221.16976477634145,6,22.47394143242437,39,0,10717,50.6,556,0
Female,31,14,50024,61,95,50,80,66,112.22637119391182,1,22.468960677749884,60,4,44549,72.25,616,0
Male,33,5,96003,74,100,77,32,47,64.30172027523436,5,13.149700133486258,80,0,90033,63.7,666,1
Female,35,16,19412,68,65,91,40,56,64.85986853708577,3,19.921806330143617,84,4,11234,54.75,531,0
Female,33,14,59821,49,24,98,95,93,226.73794097972907,1,21.26183849086776,92,0,18349,53.75,646,0
Female,34,5,34378,54,24,5,21,92,145.74709562357378,5,23.323876369000324,59,1,34166,53.25,548,0
Male,24,15,98638,82,46,99,42,55,133.25710213555072,7,12.490259191982105,59,3,36763,53.5,663,1
Female,29,14,83580,41,24,11,35,20,218.1482487900214,7,20.93462649440329,73,0,35316,36.45,518,0
Male,51,8,36309,62,80,33,32,94,141.42258746973118,1,11.948662025256867,42,4,18060,68.9,624,0
Male,27,11,88775,47,27,69,23,44,136.1197785697213,2,8.47245060952191,84,0,71775,36.2,534,0
Female,22,6,7435,37,50,63,21,94,225.33050672047364,2,16.191188531025038,55,4,4309,49.25,526,0
Female,38,6,93700,51,40,36,84,60,134.89182459079285,3,21.020169932957906,75,3,31520,56.3,709,1
Female,20,5,8386,88,40,36,45,74,118.1922151548007,1,11.644282110356611,83,1,7613,64.35,582,0
Male,36,9,75976,73,70,7,49,88,156.33242639333878,5,8.826114870311427,66,0,56447,73.65,690,1
Male,52,10,50503,53,98,36,57,76,235.44630630676195,2,14.354437834106097,61,4,48693,70.55,572,0
Male,23,17,76972,50,78,96,39,22,232.76580852006867,3,11.448917705778456,46,3,27144,45.15,603,0
Male,31,10,77939,23,21,45,44,27,195.12028080442076,5,14.495471204728425,42,2,82702,29.65,355,0
Male,21,6,93778,33,49,30,71,67,139.85617185748623,1,23.6541423748126,90,2,35851,53.2,709,1
Male,35,16,48464,34,77,97,29,78,216.29234167395265,0,20.64632169785867,64,0,36172,49.7,548,0
Female,46,16,73475,79,100,10,60,55,123.87659567583295,0,14.340048881071752,51,3,52614,77.7,699,1
Female,52,11,87758,39,39,35,100,74,168.0286089480662,3,13.525837498779193,58,0,88961,57.75,556,0
Male,55,10,32277,39,59,67,80,98,75.88536872715443,0,23.660307632033557,73,4,24192,61.35,599,0
Female,33,12,91679,68,48,16,21,96,172.25752935238083,4,23.1103456625147,63,4,47941,63.15,653,1
Female,37,10,59012,87,24,15,100,60,95.22118320567013,5,18.269487121752373,83,2,25817,67.6,646,0
Male,41,13,8138,37,29,29,26,93,194.35059633097893,5,14.078988969918857,89,4,4131,47.95,522,0
Male,52,14,54327,43,80,38,79,78,122.80803226278135,3,21.469685259839295,25,4,28046,66.55,615,0
Female,36,6,91525,46,20,43,80,53,119.68195690933346,3,19.283470611734575,27,0,42949,47.1,653,1
Male,21,11,73698,52,66,68,99,49,189.31552948951622,7,17.59939630191434,85,2,35903,59.95,644,0
Male,50,9,7752,83,76,36,46,81,125.063727833976,1,20.555426795040248,59,1,7640,73.4,616,0
Female,19,5,30765,44,33,25,20,89,182.80427144992944,5,10.285923076618865,82,4,30657,49.75,524,0
Male,30,7,5837,88,44,91,46,74,211.0131121093164,4,23.812523969452712,61,2,4230,60.0,525,0
Female,47,8,99010,37,40,82,99,100,67.37572693582669,6,24.539654179406774,96,1,102170,57.75,522,0
Female,51,16,82579,64,35,20,79,41,135.80459919946614,5,14.025636438745508,91,1,58120,56.0,643,0
Female,47,6,61997,39,93,91,72,41,228.98230596741791,3,24.0956022376504,81,2,48349,54.85,542,0
Female,41,11,40501,54,51,18,55,32,202.4362902872383,7,21.52912970090785,93,0,44356,51.8,454,0
Female,50,5,49770,25,64,99,99,42,234.7224531976609,5,23.997507591249768,92,2,29791,46.85,517,0
Male,58,7,94608,94,83,10,43,37,212.06169135041506,6,23.596791524950063,26,1,75881,71.8,658,1
Male,27,16,73189,28,92,18,54,93,102.04396358381663,2,11.41533238296559,20,1,62007,66.3,660,1
Male,35,13,93060,71,79,68,52,85,75.8305220117058,7,12.420443935335804,62,1,72252,69.05,671,1
Male,36,15,65594,47,38,1,36,33,82.10836088897369,7,12.430099178471654,32,2,36220,45.5,571,0
Female,24,6,90269,38,66,24,88,51,83.37854766459104,3,9.603053526251214,30,4,93636,58.9,528,0
Female,36,9,42448,82,83,89,54,49,55.147278970897275,6,14.760694843300964,54,1,43164,64.35,456,0
Male,41,8,89306,26,49,29,66,38,221.3590185953537,7,14.16457105774257,57,2,94775,44.65,484,0
Female,32,16,42959,56,66,16,78,88,140.50971785763198,7,13.847348161090835,64,0,25949,71.0,645,0
Male,58,7,54525,55,52,84,80,67,60.254239552645515,4,13.932066730725637,70,4,55099,56.5,430,0
Male,59,9,83340,36,40,83,41,93,192.52832136067713,5,9.055201065972616,34,3,67133,47.25,553,0
Male,40,10,86746,56,82,17,46,24,105.12814642026402,3,11.161578810584729,78,0,95153,57.3,560,0
Female,21,5,39029,100,61,79,91,97,54.20750156506103,0,13.030448708127675,85,4,24482,80.4,665,1
Female,55,6,78169,79,80,91,34,58,77.95131153100657,4,23.112620583884834,33,0,23772,61.3,676,1
Female,21,5,13312,68,62,75,55,62,171.50996503269943,2,23.75099847996976,33,3,9366,59.05,554,0
Female,22,7,43300,100,87,39,76,38,198.80125911954818,6,12.848561173275595,60,1,31655,76.85,633,0
Male,58,12,59994,75,45,5,95,94,90.73534210926232,4,19.800700550747052,43,0,40249,76.3,663,1
Female,40,12,90765,53,52,87,60,58,155.41165416500021,3,22.460576534154768,24,0,56700,50.8,610,0
Female,57,8,7884,49,52,42,64,78,40.17451156251806,7,16.60497798064783,53,4,3752,58.7,534,0
Female,54,10,25522,46,68,69,62,71,95.67749412137869,2,20.844240637988857,51,2,22574,57.4,565,0
Male,28,16,10623,70,60,16,31,69,76.3267643683057,2,24.589735566406503,65,4,7708,62.85,567,0
Male,28,13,16460,28,91,41,87,94,55.30924492987498,2,10.757640091621141,96,2,6311,68.9,661,1
Female,30,11,15234,39,55,18,86,29,136.77905968207665,0,9.197123271446895,35,3,5795,52.35,602,0
Female,31,6,89039,66,91,54,23,34,166.2031029664405,4,18.880397769378035,41,4,82074,57.4,593,0
Female,25,15,68578,38,41,91,84,79,49.27527073135073,5,16.644189579853503,51,0,52709,50.95,551,0
Female,42,6,94636,87,66,28,24,54,67.57823583907408,3,13.042262090884075,95,3,66637,64.2,671,1
Male,35,7,87410,96,39,53,21,54,226.4582357522871,6,23.581977001933403,60,4,41687,57.2,613,0
Female,35,12,51905,31,43,70,65,20,84.62256863362123,0,22.37907828035434,41,1,28579,36.8,486,0
Female,27,14,34420,92,62,82,94,66,191.9975493108015,2,12.494822910710964,72,3,32778,72.2,545,0
Female,24,13,40813,98,92,7,28,82,189.54699899848896,5,21.16128730669535,42,1,21355,82.3,695,1
Male,31,17,5382,98,35,7,27,37,104.31650047522928,7,22.082876752415835,54,4,2374,58.9,562,0
Male,32,7,43353,24,46,68,77,45,80.82337984932533,3,13.53060135040622,62,4,35863,42.45,529,0
Female,33,13,14369,88,64,42,82,79,88.79011072314529,1,9.685537192641625,81,4,13161,76.3,600,0
Female,19,16,39985,44,56,97,80,37,153.17979339671393,7,22.457113588852522,64,2,17589,46.9,533,0
Female,47,16,47255,50,32,49,34,82,116.23180408398989,3,9.645400541326492,76,3,23720,49.6,567,0
Female,47,14,63261,65,70,84,92,60,139.11307164707412,1,16.136335422563818,86,3,20599,64.4,666,1
Female,35,16,94197,53,21,3,61,62,202.32249663273822,1,11.304203304055864,74,1,30473,52.4,704,1
Male,48,12,66590,60,95,35,69,57,140.45927695926733,5,23.766848278231933,50,1,22897,70.0,715,1
Male,30,9,50486,97,78,4,70,46,239.0457851476951,2,9.82103367355947,73,1,17466,77.9,706,1
Male,37,15,52883,87,33,86,44,68,173.16676076350186,7,9.98731154913714,55,3,48782,55.95,502,0
Female,52,14,60318,57,68,18,41,75,81.44953162504132,1,19.92940357366114,54,1,46463,63.45,622,0
Male,40,7,56566,65,49,41,41,68,139.90375642465358,0,11.494448499844102,33,0,29190,57.4,640,0
Male,59,15,5650,88,28,14,93,60,202.6835443927329,6,10.250138617724613,41,4,2210,67.95,608,0
Male,50,11,45937,46,98,57,88,79,83.66030697790058,2,10.859276045085629,34,1,48768,71.6,530,0
Female,55,13,26299,62,43,13,88,75,185.88442772870957,7,18.130237808533337,91,0,15728,66.25,605,0
Female,52,16,31862,97,60,47,85,95,46.68980683817577,7,11.784640047603295,69,1,9908,81.15,731,1
Male,53,10,21312,90,79,71,83,81,228.52676627999185,5,14.413054139417309,43,4,6666,78.3,658,1
Female,37,7,15943,64,51,72,41,81,172.67234988288925,1,22.445486112299044,61,0,7497,57.1,612,0
Male,20,9,73734,37,66,74,32,61,72.51406084031615,6,10.986431318585943,59,4,69654,47.2,546,0
Male,25,11,22325,51,40,81,46,47,214.8589398756792,4,22.04671549689899,68,2,20828,43.5,462,0
Male,57,12,79268,21,61,62,66,56,56.36413617780212,6,21.181822589045346,90,4,25277,46.45,663,1
Male,49,17,76341,60,89,54,40,39,121.18579272924424,5,22.129994009096077,28,3,35176,58.65,651,1
Female,46,16,57879,39,21,31,50,54,187.38986791988668,5,13.899294290412813,62,4,51521,42.15,514,0
Female,24,8,89449,77,50,35,98,73,227.48132547265303,7,16.030157233378795,81,2,32070,71.4,722,1
Female,19,6,71738,57,75,84,57,90,109.76205336784538,0,20.019101645532146,39,1,45377,64.0,635,0
Female,38,14,69010,20,49,90,58,25,206.1022461926801,4,8.63626310908282,38,3,73732,32.95,300,0
Male,23,6,87570,88,82,84,55,38,79.35045153305413,3,19.283958998336736,40,2,66809,64.35,606,0
Female,45,16,8006,73,34,74,84,27,47.02207383295672,0,10.041615915839134,28,4,5161,51.0,511,0
Male,59,7,66876,33,37,56,30,67,45.752196658509746,5,12.897260809385823,80,2,71465,41.45,463,0
Female,53,12,68228,44,51,43,88,85,171.6340982428799,4,21.76633198225561,53,1,48112,61.85,626,0
Female,49,5,57056,28,33,33,53,35,70.84146118711467,4,18.80152736810595,89,3,44586,38.3,449,0
Female,59,11,13505,80,81,50,24,43,50.06486207794537,5,18.57156486893985,52,0,9587,61.45,573,0
Male,26,10,25498,71,71,68,39,44,235.34950516632622,7,11.857522562636817,98,2,22955,56.9,525,0
Male,28,6,21505,27,41,91,82,32,88.40245366593578,2,19.353917229334265,78,2,12168,37.95,411,0
Male,40,13,67518,35,33,9,64,92,132.5108965959102,3,10.238921019589903,90,4,28469,55.85,624,0
Male,28,17,11603,27,97,11,61,49,162.61622782398348,0,24.40150814668142,33,3,7861,60.2,562,0
Female,19,16,29744,42,53,40,32,28,68.89120732486236,0,12.295842472633643,97,0,26357,42.25,551,0
Male,20,9,74218,92,99,2,28,82,111.43377213772703,5,22.05471334113683,72,2,49972,82.75,735,1
Male,28,6,18460,53,75,64,24,59,169.54136895369413,5,23.642572319405268,73,0,8526,53.65,603,0
Female,52,7,58273,37,72,100,57,26,167.95234349492534,0,10.920461680775627,63,0,24461,42.85,578,0
Female,32,11,84095,63,68,39,68,99,208.4114617473403,1,8.165740120837215,48,1,90554,72.0,577,0
Male,28,11,33544,34,82,64,47,51,127.48448655095086,0,22.86301305101309,26,4,34794,51.55,435,0
Female,48,14,11864,34,35,76,62,80,217.96552511059122,1,20.987767124598548,65,0,6510,46.65,548,0
Male,45,5,94314,42,99,78,89,79,176.43854710504692,2,10.622579779474995,88,4,100984,68.7,560,0
Female,45,14,84770,84,59,70,60,70,152.42103898029154,7,22.116418922547872,53,1,67454,65.95,642,0
Male,49,15,33593,90,57,29,63,59,63.42736521208286,1,21.777985377691493,65,0,18358,69.6,640,0
Male,42,15,49657,51,37,87,48,98,154.9407824285864,7,15.84166039697081,38,4,27009,52.65,519,0
Male,37,16,6729,51,42,71,87,30,158.9344035612557,3,24.09599774401064,49,3,6863,47.75,410,0
Male,45,8,49515,52,67,66,98,92,191.7608765721272,6,17.895858100618877,27,4,29532,68.85,592,0
Male,42,10,92872,62,65,78,44,35,183.82781349670444,5,15.528961322493608,37,3,33648,50.65,664,1
Female,28,12,59281,32,41,99,87,44,145.99603586919096,1,8.225001680036971,79,1,52863,41.8,545,0
Male,36,7,39936,28,73,42,33,51,158.56583427793328,5,24.197219815669513,63,1,16683,47.6,576,0
Male,45,7,17413,81,59,52,78,93,194.46854240694356,3,10.182266069198839,71,3,14850,74.15,588,0
Male,18,12,52652,76,49,77,81,29,110.2880524273602,3,13.035204271234326,99,2,44966,55.3,590,0
Male,22,12,34764,67,74,90,36,76,66.99422312010552,3,20.400429616870298,27,0,26293,60.2,556,0
Male,27,12,68784,62,75,29,38,60,214.8598761005234,3,8.090881060674976,32,0,52174,62.15,623,0
Female,59,5,50741,86,61,40,48,84,233.003755044181,6,17.224011013845903,61,3,29439,71.05,610,0
Female,51,12,78204,100,61,43,97,51,125.86096774681893,6,10.70142462920494,97,0,49169,75.7,699,1
Male,53,12,83796,51,81,36,85,67,238.06195785553862,0,8.383152099094076,39,1,33250,68.1,726,1
Female,19,6,81844,92,72,5,64,73,104.53898296674025,5,18.908319651668624,54,2,60867,79.3,689,1
Male,35,16,64773,79,72,82,90,94,53.314818818146094,3,18.250629884622658,91,3,61741,75.8,597,0
Female,30,13,79432,20,83,36,47,60,154.4919162377503,4,20.483010098367835,85,1,25751,52.2,693,1
Female,22,11,24283,76,20,0,78,80,213.64013690938955,2,18.509766481036543,68,1,21055,65.5,580,0
Male,37,12,90127,88,98,88,73,26,163.49636364727874,4,15.513776285798215,85,3,36718,68.25,653,1
Female,19,6,30282,88,88,9,27,72,41.88542964871863,0,16.136548781807413,88,3,28433,75.95,616,0
Female,28,8,69560,87,46,25,29,72,42.36653628330572,3,11.74208933710883,20,4,20922,63.85,661,1
Male,47,11,84455,80,36,86,40,45,184.87021457288384,1,9.423283284669893,70,1,30525,49.4,660,1
Male,49,10,78210,27,82,16,54,80,209.06859914282626,5,22.634468348133822,90,0,74891,61.1,631,0
Female,49,11,57984,26,60,63,23,54,90.60734182456514,6,19.752327169457352,73,2,29893,40.75,550,0
Female,55,5,23392,56,77,93,72,22,134.0262113525172,0,10.089603662615477,45,4,23742,51.95,404,0
Female,45,12,9721,61,76,26,44,88,232.21818009749464,2,12.49202583365532,97,1,8990,68.9,595,0
Male,27,17,34197,51,57,74,39,83,132.1148167219793,7,22.674884854079114,41,3,27803,54.6,538,0
Female,39,11,31173,36,85,67,90,30,67.16281988160262,1,24.31713567339212,68,2,16827,54.85,575,0
Female,34,17,6066,47,64,17,90,25,222.33060133437658,6,21.449429410988024,65,2,5893,56.9,501,0
Female,39,8,97911,89,42,82,41,21,139.0335338388864,1,17.689251347026566,36,1,44549,49.35,642,0
Male,36,5,64418,67,39,99,68,96,108.8613884097752,3,22.77550414264895,79,0,65287,59.35,491,0
Male,34,12,72454,73,55,49,25,84,59.486544481203815,2,18.655769418616565,27,2,65580,61.3,618,0
Male,41,14,79993,61,61,89,70,59,131.65365941515793,5,19.890021297514494,80,1,46294,56.95,629,0
Male,53,11,81262,55,41,64,46,34,193.9345538121237,5,22.05814043807775,80,2,35711,44.05,614,0
Female,49,12,19282,85,79,19,37,49,183.43686868761623,6,14.017679717684853,21,0,12599,68.7,594,0
Male,53,14,29815,50,30,61,31,25,139.3175300619202,2,21.33715526354196,67,4,12070,36.05,456,0
Female,45,5,27594,84,47,74,47,40,183.9070692052314,1,11.518156295067708,65,1,18990,54.6,561,0
Female,31,9,77984,22,64,58,38,76,110.15211367623459,2,11.30227895469239,80,1,37550,47.7,649,0
Female,53,13,61511,32,41,24,62,74,187.05364050603913,7,21.792759486412145,25,4,18673,51.55,606,0
Female,23,9,71678,50,100,82,100,82,57.14683165007169,4,17.584580432483982,32,3,51986,73.2,609,0
Male,26,17,90768,48,82,95,34,28,79.84680668297477,3,15.036240177540169,48,1,49008,46.1,599,0
Male,38,14,71951,76,50,64,88,71,215.5446644265874,7,16.898678518417125,82,3,56761,66.3,610,0
Male,29,16,11374,52,30,64,55,56,98.73108139285165,3,24.624641891080653,65,1,6258,46.15,557,0
Male,47,7,31974,72,55,66,61,89,81.18827889352544,4,23.200930528181967,53,2,27099,65.7,593,0
Male,48,13,74178,29,97,57,64,93,57.80051762702912,4,16.628801674989028,34,0,61821,65.45,645,0
Female,57,17,88472,82,54,39,49,28,118.59099887927654,2,17.302224465591983,93,2,28311,57.15,719,1
Male,21,13,36914,92,42,95,58,35,53.39641500185735,1,18.441939004642023,43,1,31406,54.3,530,0
Male,48,8,55014,84,48,46,65,51,139.39609199099013,2,21.444037450582016,22,3,24556,62.55,606,0
Male,44,8,66379,21,42,99,77,22,223.84094739332522,4,22.85466141301821,47,3,63497,32.85,388,0
Male,42,15,14347,21,35,42,49,33,197.4268690390206,3,10.490992739585607,69,4,5669,34.8,479,0
Female,22,12,95468,88,38,7,75,40,48.13475393280305,3,18.6792034292189,95,4,47540,64.45,674,1
Female,23,11,64015,93,82,93,73,91,99.95163282098619,3,11.86221547582617,35,4,48582,78.25,594,0
Female,22,15,94129,56,69,61,56,66,77.52885659359725,2,18.5702576126583,68,0,59835,59.55,673,1
Female,44,9,71864,21,92,33,41,40,53.38797103072178,5,10.912234110522562,61,4,78557,50.15,491,0
Female,25,10,55181,80,62,7,43,61,61.72810959593161,7,21.735413992984114,22,3,48321,67.45,577,0
Male,26,7,23760,59,38,24,88,36,221.6288745125798,4,19.235870910957722,52,2,11315,55.2,579,0
Female,32,10,90161,82,37,25,52,59,102.01664301275945,6,22.721929686765293,20,1,79942,60.95,618,0
Female,53,17,97103,44,25,90,36,77,118.44477524571917,1,24.05544345651903,70,4,56807,41.25,575,0
Female,58,12,82599,57,54,53,81,23,137.14017366433927,5,23.876763798236055,97,0,26275,52.05,710,1
Male,24,14,97497,56,33,82,31,61,188.98581962954287,6,10.467778592740707,28,2,51216,43.7,560,0
Male,49,17,8140,46,83,86,49,76,199.67409481711633,2,14.405944344757255,35,3,8569,58.5,395,0
Female,25,15,87801,69,28,40,32,55,232.74590857438633,5,16.212619167075474,92,0,35338,49.5,672,1
Male,32,13,79266,53,54,79,25,71,82.13561412282363,3,21.41212533778708,95,1,60074,49.45,631,0
Male,54,7,67176,63,21,71,86,41,100.21323569509471,5,8.25184774679702,50,4,72687,48.15,456,0
Female,36,12,19057,91,25,62,30,87,102.59214304297547,4,23.732573945147887,68,1,13657,59.25,577,0
Male,56,16,74093,23,44,93,79,29,129.05175866193332,1,14.922922212804774,25,1,41797,36.25,500,0
Male,23,7,34114,71,92,71,29,43,201.48087028474998,6,18.728805988846503,49,3,26569,60.15,541,0
Male,36,6,83747,74,69,74,94,54,87.8912171062164,0,24.67043674478217,64,2,42314,66.95,699,1
Female,45,9,61215,92,26,6,35,97,196.58435331259645,2,23.005179547241536,48,4,56347,68.15,592,0
Female,34,8,23580,31,82,84,61,39,80.80800367570288,7,14.157070705629557,71,3,23347,48.35,465,0
Female,59,17,88870,33,47,97,63,71,182.0295234394664,7,16.236699201086573,48,2,51705,45.6,567,0
Male,36,9,14802,54,21,84,38,33,199.8002639699356,0,21.08905209964513,87,2,13593,35.35,380,0
Female,48,10,92857,25,84,68,92,58,210.75674816289245,6,20.64044782830986,92,0,89906,57.1,623,0
Male,28,7,74543,66,78,49,34,92,142.05710828811849,4,19.981597287581092,30,3,46692,67.9,659,1
Male,32,5,9675,42,43,42,58,53,105.74299732777465,0,8.181776259383538,96,3,10253,48.45,444,0
Male,27,8,19058,87,81,16,24,86,194.47684666695181,3,11.38327470108682,39,2,16234,75.55,587,0
Female,40,10,54001,84,90,20,50,95,104.18329143206827,2,11.768525180535743,93,4,35926,82.2,700,1
Female,20,6,42519,78,57,5,98,31,69.61775523628008,1,12.260473300142113,76,0,33522,68.05,613,0
Female,20,6,76755,28,81,70,47,61,206.93728973912522,3,9.635146345890101,63,4,53541,50.9,583,0
Female,35,5,20445,77,84,74,57,50,122.24818595140624,4,21.712291566751716,30,1,8831,65.25,630,0
Male,42,13,78954,67,70,81,71,90,154.16675326832546,2,13.802042201767035,52,2,52885,68.15,632,0
